Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	ORF	Symbol	ID
LINF_360028800	LINF_360028800-T1	Leishmania infantum JPCM5	"LinJ.36:869,812..872,115(+)"	NOL1/NOP2/sun family - putative	protein coding	LinJ36.4720	N/A	4775642
LINF_360028900	LINF_360028900-T1	Leishmania infantum JPCM5	"LinJ.36:873,794..875,365(+)"	protein-tyrosine phosphatase 1-like protein	protein coding	LinJ36.4730	N/A	4775643
LINF_360029000	LINF_360029000-T1	Leishmania infantum JPCM5	"LinJ.36:877,926..879,686(+)"	hypothetical protein - conserved	protein coding	LinJ36.4740	N/A	4775644
LINF_360029100	LINF_360029100-T1	Leishmania infantum JPCM5	"LinJ.36:880,289..882,220(+)"	hypothetical protein - conserved	protein coding	LinJ36.4750	N/A	4775645
LINF_360029200	LINF_360029200-T1	Leishmania infantum JPCM5	"LinJ.36:883,129..884,664(+)"	Plasma-membrane choline transporter - putative	protein coding	LinJ36.4760	N/A	4775646
LINF_360029300	LINF_360029300-T1	Leishmania infantum JPCM5	"LinJ.36:886,561..887,688(+)"	hypothetical protein - conserved	protein coding	LinJ36.4770	N/A	4775647
LINF_360029400	LINF_360029400-T1	Leishmania infantum JPCM5	"LinJ.36:889,447..891,126(+)"	vacuolar protein sorting-associated protein 45- like protein	protein coding	LinJ36.4780	N/A	4775648
LINF_360029500	LINF_360029500-T1	Leishmania infantum JPCM5	"LinJ.36:893,424..901,235(+)"	Spc97 / Spc98 family - putative	protein coding	LinJ36.4790	GCP3L	4775649
LINF_360029600	LINF_360029600-T1	Leishmania infantum JPCM5	"LinJ.36:902,362..903,468(+)"	developmentally regulated GTP-binding protein 1 - putative	protein coding	LinJ36.4800	N/A	4775650
LINF_360029700	LINF_360029700-T1	Leishmania infantum JPCM5	"LinJ.36:906,090..907,079(+)"	guanylate kinase-like protein	protein coding	LinJ36.4810	N/A	4775651
LINF_360029800	LINF_360029800-T1	Leishmania infantum JPCM5	"LinJ.36:908,426..909,811(+)"	hypothetical protein - conserved	protein coding	LinJ36.4820	N/A	4775652
LINF_360029900	LINF_360029900-T1	Leishmania infantum JPCM5	"LinJ.36:910,894..912,381(+)"	Bardet-Biedl syndrome 4 protein - putative	protein coding	LinJ36.4830	BBS4	4775653
LINF_360030000	LINF_360030000-T1	Leishmania infantum JPCM5	"LinJ.36:915,001..916,431(+)"	serine/threonine protein kinase - putative	protein coding	LinJ36.4840	N/A	4775654
LINF_360030100	LINF_360030100-T1	Leishmania infantum JPCM5	"LinJ.36:928,546..929,994(+)"	hypothetical protein - conserved	protein coding	LinJ36.4850	N/A	4775655
LINF_360030200	LINF_360030200-T1	Leishmania infantum JPCM5	"LinJ.36:930,960..931,937(+)"	mitochondrial RNA binding complex 1 subunit	protein coding	LinJ36.4860	MRPS18	4775656
LINF_360030300	LINF_360030300-T1	Leishmania infantum JPCM5	"LinJ.36:933,150..934,385(+)"	glucokinase	protein coding	LinJ36.4870	N/A	4775657
LINF_360030500	LINF_360030500-T1	Leishmania infantum JPCM5	"LinJ.36:938,001..939,236(+)"	short-chain dehydrogenase - putative	protein coding	LinJ36.4890	N/A	4775658
LINF_360030600	LINF_360030600-T1	Leishmania infantum JPCM5	"LinJ.36:941,207..942,202(+)"	"glyceraldehyde 3-phosphate dehydrogenase, cytosolic"	protein coding	LinJ36.4900	N/A	4775660
LINF_360030700	LINF_360030700-T1	Leishmania infantum JPCM5	"LinJ.36:967,498..968,844(+)"	tyrosine aminotransferase	protein coding	LinJ36.4910	TAT	4775661
LINF_360031100	LINF_360031100-T1	Leishmania infantum JPCM5	"LinJ.36:979,780..982,644(+)"	hypothetical protein - conserved	protein coding	LinJ36.4920	N/A	4775662
LINF_360031200	LINF_360031200-T1	Leishmania infantum JPCM5	"LinJ.36:983,893..984,954(+)"	sterol 24-c-methyltransferase - putative	protein coding	LinJ36.4930	N/A	4775663
LINF_360031300	LINF_360031300-T1	Leishmania infantum JPCM5	"LinJ.36:987,682..988,743(+)"	sterol 24-c-methyltransferase - putative	protein coding	LinJ36.4940	N/A	4775664
LINF_360031400	LINF_360031400-T1	Leishmania infantum JPCM5	"LinJ.36:991,132..992,148(+)"	hypothetical protein - conserved	protein coding	LinJ36.4950	N/A	4775665
LINF_360031500	LINF_360031500-T1	Leishmania infantum JPCM5	"LinJ.36:996,899..1,002,670(+)"	Cullin protein neddylation domain containing protein - putative	protein coding	LinJ36.4960	N/A	4775666
LINF_360031600	LINF_360031600-T1	Leishmania infantum JPCM5	"LinJ.36:1,003,244..1,005,802(+)"	dipeptidyl-peptidase 8-like serine peptidase	protein coding	LinJ36.4970	N/A	4775667
LINF_360053100	LINF_360053100-T1	Leishmania infantum JPCM5	"LinJ.36:1,744,541..1,746,001(+)"	alternative oxidase - putative	protein coding	LinJ36.4980	N/A	4775668
LINF_360053200	LINF_360053200-T1	Leishmania infantum JPCM5	"LinJ.36:1,747,006..1,749,603(+)"	gamma-tubulin complex subunit - putative	protein coding	LinJ36.4990	GCP2	4775669
LINF_360053300	LINF_360053300-T1	Leishmania infantum JPCM5	"LinJ.36:1,752,628..1,755,525(+)"	ATP-dependent DEAD/H RNA helicase - putative	protein coding	LinJ36.5000	N/A	4775670
LINF_360053400	LINF_360053400-T1	Leishmania infantum JPCM5	"LinJ.36:1,756,691..1,757,275(+)"	hypothetical protein - conserved	protein coding	LinJ36.5010	N/A	4775671
LINF_360053500	LINF_360053500-T1	Leishmania infantum JPCM5	"LinJ.36:1,757,983..1,758,372(+)"	60S ribosomal protein L22 - putative	protein coding	LinJ36.5020	N/A	4775672
LINF_360053600	LINF_360053600-T1	Leishmania infantum JPCM5	"LinJ.36:1,759,734..1,760,843(+)"	asparaginase-like protein	protein coding	LinJ36.5030	N/A	4775673
LINF_360053700	LINF_360053700-T1	Leishmania infantum JPCM5	"LinJ.36:1,761,971..1,762,819(+)"	hypothetical protein - conserved	protein coding	LinJ36.5040	N/A	4775674
LINF_360053800	LINF_360053800-T1	Leishmania infantum JPCM5	"LinJ.36:1,763,944..1,765,974(+)"	mitochondrial intermediate peptidase - putative	protein coding	LinJ36.5050	N/A	4775675
LINF_360053900	LINF_360053900-T1	Leishmania infantum JPCM5	"LinJ.36:1,767,318..1,767,800(+)"	hypothetical protein - conserved	protein coding	LinJ36.5060	N/A	4775676
LINF_360054000	LINF_360054000-T1	Leishmania infantum JPCM5	"LinJ.36:1,769,323..1,770,150(+)"	chaperone protein DNAj - putative	protein coding	LinJ36.5070	N/A	4775677
LINF_360054100	LINF_360054100-T1	Leishmania infantum JPCM5	"LinJ.36:1,771,975..1,774,344(+)"	amino acid transporter - putative	protein coding	LinJ36.5080	AAT14	4775678
LINF_360054200	LINF_360054200-T1	Leishmania infantum JPCM5	"LinJ.36:1,775,495..1,777,039(+)"	Mitochondrial N(5)-glutamine methyltransferase MTQ1 - putative	protein coding	LinJ36.5090	N/A	4775679
LINF_360054300	LINF_360054300-T1	Leishmania infantum JPCM5	"LinJ.36:1,778,066..1,778,869(+)"	Protein of unknown function (DUF2870) - putative	protein coding	LinJ36.5100	N/A	4775680
LINF_360054400	LINF_360054400-T1	Leishmania infantum JPCM5	"LinJ.36:1,779,826..1,780,422(+)"	60S ribosomal protein L18 - putative	protein coding	LinJ36.5110	RPL18	4775681
LINF_360054500	LINF_360054500-T1	Leishmania infantum JPCM5	"LinJ.36:1,782,000..1,785,164(+)"	hypothetical protein - conserved	protein coding	LinJ36.5120	N/A	4775682
LINF_360054600	LINF_360054600-T1	Leishmania infantum JPCM5	"LinJ.36:1,786,286..1,787,887(+)"	ABC1 protein - putative	protein coding	LinJ36.5130	N/A	4775683
LINF_360054700	LINF_360054700-T1	Leishmania infantum JPCM5	"LinJ.36:1,791,391..1,792,500(+)"	elongation factor-2 kinase-like protein	protein coding	LinJ36.5140	N/A	4775684
LINF_360054800	LINF_360054800-T1	Leishmania infantum JPCM5	"LinJ.36:1,798,268..1,801,693(+)"	related to elongation factor-2 kinase efk-1b isoform-like protein	protein coding	LinJ36.5150	N/A	4775685
LINF_360054900	LINF_360054900-T1	Leishmania infantum JPCM5	"LinJ.36:1,807,460..1,808,467(+)"	myosin heavy chain kinase a-like protein	protein coding	LinJ36.5160	N/A	4775686
LINF_360055000	LINF_360055000-T1	Leishmania infantum JPCM5	"LinJ.36:1,811,459..1,813,213(+)"	PSP1 C-terminal conserved region containing protein - putative	protein coding	LinJ36.5170	N/A	4775687
LINF_360055100	LINF_360055100-T1	Leishmania infantum JPCM5	"LinJ.36:1,817,026..1,817,994(+)"	hypothetical protein - conserved	protein coding	LinJ36.5180	N/A	4775688
LINF_360055200	LINF_360055200-T1	Leishmania infantum JPCM5	"LinJ.36:1,818,905..1,820,263(+)"	hypothetical protein - conserved	protein coding	LinJ36.5190	N/A	4775689
LINF_360055300	LINF_360055300-T1	Leishmania infantum JPCM5	"LinJ.36:1,822,163..1,824,613(+)"	PHD-like zinc-binding domain containing protein - putative	protein coding	LinJ36.5200	N/A	4775690
LINF_360055400	LINF_360055400-T1	Leishmania infantum JPCM5	"LinJ.36:1,825,653..1,826,132(+)"	Predicted membrane protein - putative	protein coding	LinJ36.5210	N/A	4775691
LINF_360055500	LINF_360055500-T1	Leishmania infantum JPCM5	"LinJ.36:1,826,921..1,828,339(+)"	hypothetical protein - conserved	protein coding	LinJ36.5220	N/A	4775692
LINF_360055600	LINF_360055600-T1	Leishmania infantum JPCM5	"LinJ.36:1,829,057..1,832,779(+)"	hypothetical protein - conserved	protein coding	LinJ36.5230	N/A	4775693
LINF_360055700	LINF_360055700-T1	Leishmania infantum JPCM5	"LinJ.36:1,835,738..1,836,430(+)"	Ham1 family - putative	protein coding	LinJ36.5240	N/A	4775694
LINF_360055800	LINF_360055800-T1	Leishmania infantum JPCM5	"LinJ.36:1,839,037..1,840,794(+)"	Esterase PHB depolymerase/Prolyl oligopeptidase family - putative	protein coding	LinJ36.5250	N/A	4775695
LINF_360055900	LINF_360055900-T1	Leishmania infantum JPCM5	"LinJ.36:1,842,151..1,842,834(+)"	60S acidic ribosomal protein - putative	protein coding	LinJ36.5260	N/A	4775696
LINF_360056000	LINF_360056000-T1	Leishmania infantum JPCM5	"LinJ.36:1,844,047..1,846,842(+)"	Vacuolar sorting protein 9 (VPS9) domain containing protein - putative	protein coding	LinJ36.5270	N/A	4775697
LINF_360056100	LINF_360056100-T1	Leishmania infantum JPCM5	"LinJ.36:1,848,009..1,848,395(+)"	hypothetical protein - conserved	protein coding	LinJ36.5280	N/A	4775698
LINF_360056200	LINF_360056200-T1	Leishmania infantum JPCM5	"LinJ.36:1,849,207..1,849,446(+)"	cytochrome b5 1 - putative	protein coding	LinJ36.5290	N/A	4775699
LINF_360056300	LINF_360056300-T1	Leishmania infantum JPCM5	"LinJ.36:1,853,170..1,858,638(+)"	hypothetical protein - conserved	protein coding	LinJ36.5300	N/A	4775700
LINF_360056400	LINF_360056400-T1	Leishmania infantum JPCM5	"LinJ.36:1,860,409..1,863,387(+)"	Alpha/beta hydrolase family - putative	protein coding	LinJ36.5310	N/A	4775701
LINF_360056500	LINF_360056500-T1	Leishmania infantum JPCM5	"LinJ.36:1,865,228..1,867,411(+)"	WD domain - G-beta repeat - putative	protein coding	LinJ36.5320	N/A	4775702
LINF_360056700	LINF_360056700-T1	Leishmania infantum JPCM5	"LinJ.36:1,869,668..1,874,104(+)"	methionine synthase reductase - mitochondrial precursor-like protein	protein coding	LinJ36.5330	N/A	4775703
LINF_360056800	LINF_360056800-T1	Leishmania infantum JPCM5	"LinJ.36:1,875,344..1,879,777(+)"	hypothetical protein - conserved	protein coding	LinJ36.5340	N/A	4775704
LINF_360056900	LINF_360056900-T1	Leishmania infantum JPCM5	"LinJ.36:1,881,056..1,885,261(+)"	hypothetical protein - conserved	protein coding	LinJ36.5350	N/A	4775705
LINF_360057000	LINF_360057000-T1	Leishmania infantum JPCM5	"LinJ.36:1,886,040..1,886,510(+)"	PIG-P - putative	protein coding	LinJ36.5360	N/A	4775706
LINF_360057100	LINF_360057100-T1	Leishmania infantum JPCM5	"LinJ.36:1,887,214..1,889,067(+)"	hypothetical protein - conserved	protein coding	LinJ36.5370	N/A	4775708
LINF_360057200	LINF_360057200-T1	Leishmania infantum JPCM5	"LinJ.36:1,889,971..1,891,623(+)"	mitochondrial RNA binding complex 1 subunit - putative	protein coding	LinJ36.5380	N/A	4775709
LINF_360057300	LINF_360057300-T1	Leishmania infantum JPCM5	"LinJ.36:1,892,513..1,893,466(+)"	paraflagellar rod component - putative	protein coding	LinJ36.5390	N/A	4775710
LINF_360057400	LINF_360057400-T1	Leishmania infantum JPCM5	"LinJ.36:1,895,989..1,898,769(+)"	hypothetical protein - conserved	protein coding	LinJ36.5400	N/A	4775711
LINF_360057500	LINF_360057500-T1	Leishmania infantum JPCM5	"LinJ.36:1,899,669..1,901,204(+)"	hypothetical protein - conserved	protein coding	LinJ36.5410	N/A	4775712
LINF_360057600	LINF_360057600-T1	Leishmania infantum JPCM5	"LinJ.36:1,902,205..1,903,041(+)"	PPR repeat/Pentatricopeptide repeat domain/PPR repeat family - putative	protein coding	LinJ36.5420	N/A	4775713
LINF_360057700	LINF_360057700-T1	Leishmania infantum JPCM5	"LinJ.36:1,903,818..1,905,347(+)"	WD domain - G-beta repeat - putative	protein coding	LinJ36.5430	N/A	4775714
LINF_360057800	LINF_360057800-T1	Leishmania infantum JPCM5	"LinJ.36:1,906,034..1,907,452(+)"	hypothetical protein - conserved	protein coding	LinJ36.5440	N/A	4775715
LINF_360057900	LINF_360057900-T1	Leishmania infantum JPCM5	"LinJ.36:1,910,237..1,913,863(+)"	Leucine Rich repeat - putative	protein coding	LinJ36.5450	N/A	4775716
LINF_360058000	LINF_360058000-T1	Leishmania infantum JPCM5	"LinJ.36:1,916,687..1,918,519(+)"	hypothetical protein - conserved	protein coding	LinJ36.5460	N/A	4775717
LINF_360058100	LINF_360058100-T1	Leishmania infantum JPCM5	"LinJ.36:1,921,864..1,922,571(+)"	hypothetical protein - conserved	protein coding	LinJ36.5470	N/A	4775718
LINF_360058200	LINF_360058200-T1	Leishmania infantum JPCM5	"LinJ.36:1,923,996..1,924,715(+)"	Sugar efflux transporter for intercellular exchange - putative	protein coding	LinJ36.5480	N/A	4775719
LINF_360058300	LINF_360058300-T1	Leishmania infantum JPCM5	"LinJ.36:1,926,170..1,927,111(-)"	hypothetical protein - conserved	protein coding	LinJ36.5490	N/A	4775720
LINF_360058400	LINF_360058400-T1	Leishmania infantum JPCM5	"LinJ.36:1,927,733..1,928,398(-)"	exosome-associated protein 4 - putative	protein coding	LinJ36.5500	N/A	4775721
LINF_360058500	LINF_360058500-T1	Leishmania infantum JPCM5	"LinJ.36:1,928,837..1,935,202(-)"	Region in Clathrin and VPS - putative	protein coding	LinJ36.5510	N/A	4775722
LINF_360058600	LINF_360058600-T1	Leishmania infantum JPCM5	"LinJ.36:1,936,919..1,938,001(-)"	hypothetical protein - conserved	protein coding	LinJ36.5520	N/A	4775723
LINF_360058700	LINF_360058700-T1	Leishmania infantum JPCM5	"LinJ.36:1,942,732..1,944,822(-)"	Calponin homology (CH) domain containing protein - putative	protein coding	LinJ36.5530	N/A	4775724
LINF_360059300	LINF_360059300-T1	Leishmania infantum JPCM5	"LinJ.36:1,971,663..1,972,658(-)"	hypothetical protein - conserved	protein coding	LinJ36.5540	N/A	4775725
LINF_360059400	LINF_360059400-T1	Leishmania infantum JPCM5	"LinJ.36:1,974,265..1,975,953(-)"	tubulin delta chain	protein coding	LinJ36.5550	TUBD1	4775726
LINF_360059500	LINF_360059500-T1	Leishmania infantum JPCM5	"LinJ.36:1,978,468..1,979,526(-)"	hypothetical protein - conserved	protein coding	LinJ36.5560	N/A	4775727
LINF_360059600	LINF_360059600-T1	Leishmania infantum JPCM5	"LinJ.36:1,981,567..1,982,307(-)"	40S ribosomal protein SA - putative	protein coding	LinJ36.5570	N/A	4775728
LINF_360059700	LINF_360059700-T1	Leishmania infantum JPCM5	"LinJ.36:1,983,284..1,985,821(-)"	hypothetical protein - conserved	protein coding	LinJ36.5580	N/A	4775729
LINF_360059800	LINF_360059800-T1	Leishmania infantum JPCM5	"LinJ.36:1,986,764..1,987,930(-)"	hypothetical protein - conserved	protein coding	LinJ36.5590	N/A	4775730
LINF_360059900	LINF_360059900-T1	Leishmania infantum JPCM5	"LinJ.36:1,989,710..1,991,005(-)"	Bacterial transferase hexapeptide (six repeats) - putative	protein coding	LinJ36.5600	N/A	4775732
LINF_360060000	LINF_360060000-T1	Leishmania infantum JPCM5	"LinJ.36:1,993,183..1,993,986(-)"	32 kDa ER-associated protein - putative	protein coding	LinJ36.5610	N/A	4775733
LINF_360060100	LINF_360060100-T1	Leishmania infantum JPCM5	"LinJ.36:1,995,284..1,996,606(-)"	Nin one binding (NOB1) Zn-ribbon like - putative	protein coding	LinJ36.5620	N/A	4775734
LINF_360060200	LINF_360060200-T1	Leishmania infantum JPCM5	"LinJ.36:1,997,546..1,998,727(-)"	hypothetical protein - conserved	protein coding	LinJ36.5630	N/A	4775735
LINF_360060300	LINF_360060300-T1	Leishmania infantum JPCM5	"LinJ.36:1,999,850..2,001,712(-)"	hypothetical protein - conserved	protein coding	LinJ36.5640	N/A	4775736
LINF_360060400	LINF_360060400-T1	Leishmania infantum JPCM5	"LinJ.36:2,003,258..2,004,085(-)"	Casein kinase II subunit beta - putative	protein coding	LinJ36.5650	N/A	4775737
LINF_360060500	LINF_360060500-T1	Leishmania infantum JPCM5	"LinJ.36:2,007,079..2,009,967(-)"	hypothetical protein - conserved	protein coding	LinJ36.5660	N/A	4775738
LINF_360060600	LINF_360060600-T1	Leishmania infantum JPCM5	"LinJ.36:2,011,117..2,011,911(-)"	Domain of unknown function (DUF4496) - putative	protein coding	LinJ36.5670	N/A	4775739
LINF_360060700	LINF_360060700-T1	Leishmania infantum JPCM5	"LinJ.36:2,012,910..2,013,650(-)"	40S ribosomal protein SA - putative	protein coding	LinJ36.5680	N/A	4775740
LINF_360060800	LINF_360060800-T1	Leishmania infantum JPCM5	"LinJ.36:2,016,374..2,017,210(-)"	hypothetical protein - conserved	protein coding	LinJ36.5690	N/A	4775741
LINF_360060900	LINF_360060900-T1	Leishmania infantum JPCM5	"LinJ.36:2,021,237..2,022,793(-)"	VHS domain containing protein - putative	protein coding	LinJ36.5700	N/A	4775742
LINF_360061000	LINF_360061000-T1	Leishmania infantum JPCM5	"LinJ.36:2,025,442..2,027,319(-)"	kinesin-like protein - putative	protein coding	LinJ36.5710	KIN-D	4775743
LINF_360061100	LINF_360061100-T1	Leishmania infantum JPCM5	"LinJ.36:2,028,115..2,029,812(-)"	Pre-mRNA-splicing factor CWC22 - putative	protein coding	LinJ36.5720	N/A	4775744
LINF_360061200	LINF_360061200-T1	Leishmania infantum JPCM5	"LinJ.36:2,031,017..2,031,646(-)"	vacuolar protein sorting-associated protein-like protein	protein coding	LinJ36.5730	N/A	4775745
LINF_360061300	LINF_360061300-T1	Leishmania infantum JPCM5	"LinJ.36:2,033,289..2,034,887(-)"	aldehyde dehydrogenase - putative	protein coding	LinJ36.5740	N/A	4775746
LINF_360061400	LINF_360061400-T1	Leishmania infantum JPCM5	"LinJ.36:2,036,007..2,039,864(-)"	SWI/SNF-related helicase - putative	protein coding	LinJ36.5750	N/A	4775747
LINF_360061500	LINF_360061500-T1	Leishmania infantum JPCM5	"LinJ.36:2,040,573..2,043,536(-)"	hypothetical protein - conserved	protein coding	LinJ36.5760	N/A	4775748
LINF_360061600	LINF_360061600-T1	Leishmania infantum JPCM5	"LinJ.36:2,044,390..2,048,997(-)"	hypothetical protein - conserved	protein coding	LinJ36.5770	N/A	4775749
LINF_360061700	LINF_360061700-T1	Leishmania infantum JPCM5	"LinJ.36:2,050,162..2,050,899(-)"	hypothetical protein - conserved	protein coding	LinJ36.5780	N/A	4775750
LINF_360061800	LINF_360061800-T1	Leishmania infantum JPCM5	"LinJ.36:2,051,944..2,053,407(-)"	hypothetical protein - conserved	protein coding	LinJ36.5790	N/A	4775751
LINF_360061900	LINF_360061900-T1	Leishmania infantum JPCM5	"LinJ.36:2,055,236..2,058,700(-)"	glycosyl hydrolase - putative	protein coding	LinJ36.5800	N/A	4775752
LINF_360062000	LINF_360062000-T1	Leishmania infantum JPCM5	"LinJ.36:2,059,816..2,071,341(-)"	hypothetical protein - conserved	protein coding	LinJ36.5810	N/A	4775753
LINF_360062100	LINF_360062100-T1	Leishmania infantum JPCM5	"LinJ.36:2,074,257..2,076,794(-)"	AP-3 complex subunit beta - putative	protein coding	LinJ36.5820	AP3B3	4775754
LINF_360062200	LINF_360062200-T1	Leishmania infantum JPCM5	"LinJ.36:2,078,124..2,080,322(-)"	endonuclease/exonuclease protein-like protein	protein coding	LinJ36.5830	N/A	4775755
LINF_360062300	LINF_360062300-T1	Leishmania infantum JPCM5	"LinJ.36:2,081,132..2,084,290(-)"	hypothetical protein - conserved	protein coding	LinJ36.5840	N/A	4775756
LINF_360062400	LINF_360062400-T1	Leishmania infantum JPCM5	"LinJ.36:2,085,870..2,086,457(-)"	hypothetical protein - conserved	protein coding	LinJ36.5850	N/A	4775758
LINF_360063400	LINF_360063400-T1	Leishmania infantum JPCM5	"LinJ.36:2,121,820..2,123,301(-)"	tyrosine specific protein phosphatase - putative	protein coding	LinJ36.5860	N/A	4775759
